"hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests"
"City Hotel,0,88,2016,May,19,3,0,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,117.0,0,1"
"City Hotel,0,17,2015,September,39,26,2,2,1,0.0,0,BB,DNK,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,170.0,0,0"
"Resort Hotel,0,27,2017,April,17,29,1,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,,0,Transient,147.0,0,1"
"Resort Hotel,0,82,2015,August,32,2,2,5,1,1.0,0,HB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,194.64,0,2"
"Resort Hotel,0,2,2016,January,3,11,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient-Party,29.0,0,1"
"Resort Hotel,1,32,2016,July,30,22,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,209.0,0,0"
"City Hotel,0,151,2016,July,29,11,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,110.58,1,1"
"Resort Hotel,0,237,2016,December,53,29,2,6,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,68.25,0,2"
"Resort Hotel,0,68,2015,September,36,5,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,123.0,0,2"
"City Hotel,0,46,2016,March,10,1,0,1,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,59.32,0,0"
"Resort Hotel,0,155,2016,June,24,10,0,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240.0,,0,Transient,114.0,1,0"
"City Hotel,1,342,2015,September,39,24,2,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0"
"Resort Hotel,0,2,2015,October,44,29,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240.0,,0,Transient,41.1,1,1"
"City Hotel,1,292,2017,May,22,31,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,90.0,0,0"
"City Hotel,0,55,2017,May,18,5,1,2,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,126.0,0,0"
"City Hotel,0,8,2015,October,43,22,2,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,96.9,0,0"
"City Hotel,0,93,2016,November,46,7,1,3,2,0.0,0,BB,GRC,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,356.0,0,Transient,161.15,1,1"
"City Hotel,0,2,2016,March,12,16,0,2,1,0.0,0,BB,PRT,Aviation,TA/TO,1,0,1,A,A,0,No Deposit,,153.0,0,Transient,88.0,1,0"
"City Hotel,0,1,2017,March,9,3,1,2,1,0.0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.0,0,1"
"City Hotel,0,20,2016,January,2,5,0,2,1,0.0,0,BB,FRA,Corporate,Corporate,1,1,0,A,A,0,No Deposit,91.0,,0,Transient,80.0,0,1"
"Resort Hotel,0,0,2017,April,14,8,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,,,0,Transient,110.0,0,0"
"City Hotel,1,130,2016,June,23,2,0,3,3,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,159.3,0,0"
"Resort Hotel,0,131,2015,December,52,22,2,5,2,0.0,0,HB,IRL,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,314.0,,0,Transient-Party,75.57,0,1"
"Resort Hotel,0,76,2017,August,34,23,2,5,1,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,,0,Transient,231.69,0,1"
"City Hotel,1,6,2016,February,7,12,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,106.0,0,2"
"City Hotel,0,105,2017,May,18,4,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,1"
"City Hotel,1,218,2017,June,23,8,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,0"
"Resort Hotel,0,4,2017,August,32,7,1,0,2,0.0,0,BB,AUS,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Group,225.0,0,1"
"Resort Hotel,0,0,2015,December,52,26,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,,0,Transient,61.0,1,0"
"City Hotel,1,69,2016,June,25,12,2,4,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,120.0,0,0"
"Resort Hotel,0,227,2015,September,38,17,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,2.0,,0,Contract,36.13,0,0"
"City Hotel,0,263,2017,June,25,23,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,105.0,0,2"
"Resort Hotel,0,241,2016,June,25,18,2,6,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,85.5,0,1"
"Resort Hotel,1,411,2017,May,22,31,2,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,71.1,0,0"
"City Hotel,1,150,2017,June,24,17,2,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,120.0,0,0"
"City Hotel,0,6,2015,August,35,24,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Contract,90.0,0,0"
"City Hotel,0,8,2017,July,30,25,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,6,A,A,0,No Deposit,,238.0,0,Transient,65.0,1,0"
"Resort Hotel,1,131,2015,July,27,4,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240.0,,0,Transient,123.0,0,1"
"City Hotel,0,11,2017,May,19,9,0,2,1,0.0,0,BB,ITA,Offline TA/TO,TA/TO,1,0,1,D,D,0,No Deposit,290.0,148.0,0,Group,110.0,0,1"
"City Hotel,0,16,2016,February,9,24,0,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,28.0,,0,Transient,0.0,0,0"
"City Hotel,0,151,2016,December,53,26,1,3,3,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,164.05,0,2"
"City Hotel,0,71,2016,July,31,24,2,1,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,72.25,0,0"
"City Hotel,0,5,2016,August,35,22,1,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,155.0,0,2"
"Resort Hotel,0,4,2016,February,10,28,2,5,2,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,26.1,0,0"
"City Hotel,0,48,2017,June,23,6,0,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,150.0,0,1"
"City Hotel,0,79,2017,March,11,16,0,3,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,142.2,0,1"
"City Hotel,1,1,2016,February,10,28,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,60.0,0,0"
"Resort Hotel,0,14,2016,March,12,19,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,58.0,0,2"
"Resort Hotel,1,303,2017,May,19,10,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240.0,,0,Transient,67.5,0,2"
"Resort Hotel,0,236,2015,August,35,25,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,156.0,,0,Contract,104.98,0,2"
"City Hotel,0,20,2016,April,16,12,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,85.0,,0,Transient,90.0,0,0"
"Resort Hotel,0,80,2015,July,28,6,3,8,1,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,73.0,0,0"
"City Hotel,0,5,2016,May,23,29,1,0,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.0,0,1"
"Resort Hotel,0,3,2016,August,33,7,1,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,177.0,0,1"
"City Hotel,0,8,2017,June,23,6,0,1,1,0.0,0,BB,JPN,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,8.0,,0,Transient,150.0,0,1"
"City Hotel,0,31,2017,January,4,22,2,3,1,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,67.58,0,1"
"City Hotel,1,454,2016,October,41,6,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0"
"Resort Hotel,0,44,2017,February,8,19,2,2,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,72.38,0,0"
"Resort Hotel,1,10,2017,April,14,3,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,Non Refund,,135.0,0,Transient,45.0,0,0"
"Resort Hotel,0,0,2015,September,38,13,1,0,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,E,0,No Deposit,,,0,Transient,123.0,0,0"
"Resort Hotel,0,48,2015,July,29,12,2,5,2,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,,0,Transient,123.0,0,1"
"City Hotel,0,66,2017,May,20,17,1,4,2,0.0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,162.0,0,0"
"City Hotel,0,16,2015,September,39,25,0,2,2,0.0,0,BB,ITA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,170.0,0,1"
"City Hotel,0,106,2017,May,18,6,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,85.0,0,0"
"City Hotel,0,169,2016,July,29,13,2,4,2,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,121.0,,0,Transient,72.25,0,0"
"Resort Hotel,0,121,2017,February,6,5,4,6,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241.0,,0,Transient,60.98,1,1"
"City Hotel,0,25,2015,October,41,9,2,4,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,101.33,0,2"
"City Hotel,0,58,2016,October,43,18,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,95.48,0,1"
"City Hotel,0,111,2016,May,20,9,1,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,102.75,0,1"
"Resort Hotel,0,0,2016,January,5,28,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,,0,Transient,39.0,1,0"
"City Hotel,0,0,2016,November,46,9,0,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,85.0,,0,Transient,0.0,0,0"
"Resort Hotel,1,260,2015,September,38,19,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96.0,,0,Transient,54.99,0,0"
"Resort Hotel,1,201,2017,June,26,29,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient,110.0,0,1"
"City Hotel,1,34,2015,December,50,8,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,0,Transient,90.0,0,0"
"City Hotel,1,104,2016,February,10,29,1,5,1,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,7.0,,0,Transient,55.19,0,0"
"City Hotel,0,215,2016,November,48,21,1,1,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,D,1,No Deposit,,233.0,0,Transient,75.0,0,1"
"Resort Hotel,0,3,2017,March,9,4,0,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,105.0,1,1"
"City Hotel,0,3,2017,March,10,11,0,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,208.0,0,0"
"Resort Hotel,0,3,2016,February,9,25,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,2,A,I,2,No Deposit,,287.0,0,Transient,40.0,1,1"
"Resort Hotel,0,40,2017,January,3,16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,55.0,0,0"
"City Hotel,0,83,2016,July,31,25,1,4,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,79.56,0,0"
"City Hotel,1,43,2016,October,43,20,0,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,146.33,0,2"
"Resort Hotel,1,206,2016,September,39,18,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,104.75,0,1"
"City Hotel,1,32,2016,January,3,16,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,78.3,0,0"
"City Hotel,1,230,2017,May,19,7,2,2,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,157.7,0,2"
"City Hotel,1,337,2016,June,24,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0"
"City Hotel,1,175,2017,July,28,12,0,3,2,2.0,0,HB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,188.1,0,0"
"City Hotel,0,0,2016,March,12,15,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,55.0,0,0"
"City Hotel,0,46,2015,August,34,17,1,1,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,60.0,0,0"
"City Hotel,1,103,2015,July,29,18,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0"
"City Hotel,0,18,2017,June,23,5,1,1,2,0.0,0,BB,FIN,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,140.0,0,2"
"City Hotel,1,365,2016,July,28,7,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0"
"City Hotel,0,180,2016,May,22,23,1,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,80.75,0,0"
"Resort Hotel,0,108,2016,April,14,1,0,1,2,0.0,0,BB,AUS,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,47.4,1,1"
"City Hotel,1,566,2017,January,4,26,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0"
"City Hotel,0,346,2016,September,38,13,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1"
"Resort Hotel,0,148,2016,May,22,24,0,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,F,0,No Deposit,251.0,,0,Transient,59.0,0,0"
"City Hotel,1,290,2016,December,49,1,1,3,2,0.0,0,BB,SVK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,86.7,0,0"
"Resort Hotel,1,277,2016,June,25,12,2,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,110.0,0,0"
"City Hotel,0,152,2017,June,25,21,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,2"
"City Hotel,1,287,2016,September,40,29,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,100.3,0,0"
"City Hotel,1,188,2016,June,25,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,,39,Transient,130.0,0,0"
"City Hotel,0,12,2016,February,7,13,2,1,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.0,0,1"
"City Hotel,1,247,2016,August,33,11,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,96.3,0,0"
"City Hotel,0,169,2016,July,31,24,2,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,94.5,0,1"
"City Hotel,1,80,2016,September,38,12,1,2,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,168.3,0,0"
"City Hotel,0,92,2015,September,37,12,2,2,2,1.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,22.0,,0,Transient,89.55,0,0"
"City Hotel,0,1,2017,August,32,8,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,5,19,A,C,1,No Deposit,,45.0,0,Transient,0.0,0,3"
"Resort Hotel,0,21,2017,August,35,31,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0,Contract,101.7,0,2"
"City Hotel,1,300,2015,August,33,13,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0"
"City Hotel,0,68,2016,May,20,10,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient-Party,135.9,1,1"
"City Hotel,0,16,2016,December,53,29,0,2,2,0.0,0,BB,BRA,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,140.0,0,0"
"City Hotel,0,6,2015,September,39,24,0,1,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20.0,,0,Transient,77.0,0,0"
"Resort Hotel,0,54,2015,August,34,22,2,4,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,179.83,0,0"
"City Hotel,0,127,2016,April,16,16,2,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,55.9,0,1"
"City Hotel,1,178,2017,July,27,7,0,2,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,143.1,0,0"
"Resort Hotel,1,50,2015,October,43,18,1,0,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,59.4,0,1"
"City Hotel,1,114,2015,July,28,11,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,76.5,0,0"
"Resort Hotel,0,148,2016,August,34,20,2,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,250.0,,0,Transient,160.6,0,0"
"City Hotel,0,48,2017,April,13,1,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,162.0,0,3"
"Resort Hotel,0,0,2015,October,42,14,0,1,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,66.0,0,2"
"City Hotel,1,176,2016,July,29,12,0,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.95,0,0"
"City Hotel,0,128,2017,June,22,2,1,2,3,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,115.0,0,0"
"City Hotel,1,298,2017,April,15,14,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,90.0,0,0"
"Resort Hotel,0,89,2016,October,45,30,2,3,2,2.0,0,HB,GBR,Direct,Direct,0,0,0,G,G,1,No Deposit,250.0,,0,Transient,128.7,0,0"
"City Hotel,0,0,2016,March,10,3,0,1,1,0.0,0,BB,LBY,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient,89.0,0,0"
"City Hotel,1,105,2016,April,15,6,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12.0,,0,Transient,75.0,0,0"
"Resort Hotel,0,5,2016,March,10,2,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,40.0,0,1"
"City Hotel,1,112,2017,April,14,4,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,,385.0,0,Transient,95.0,0,0"
"City Hotel,0,222,2016,September,38,14,0,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,,0,Transient,116.1,0,0"
"City Hotel,1,14,2016,April,15,7,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,126.0,0,0"
"City Hotel,1,101,2016,April,15,4,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,41,Transient,80.0,0,0"
"City Hotel,0,41,2016,February,8,18,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient-Party,72.38,0,0"
"City Hotel,0,50,2015,August,35,25,0,4,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,0.0,0,0"
"Resort Hotel,0,2,2015,November,47,18,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,40.0,0,1"
"Resort Hotel,0,118,2016,June,24,8,0,1,2,0.0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,251.0,,0,Transient,78.0,0,0"
"City Hotel,0,115,2017,August,32,8,2,10,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,2"
"City Hotel,0,18,2015,July,29,18,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,75.0,0,0"
"City Hotel,1,165,2017,May,20,19,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,225.0,0,0"
"Resort Hotel,0,195,2017,May,20,16,2,5,2,0.0,0,HB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,115.0,0,1"
"Resort Hotel,0,300,2017,July,26,1,4,6,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient-Party,129.26,0,1"
"City Hotel,1,169,2017,June,23,8,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,170.0,0,0"
"City Hotel,1,211,2016,May,21,20,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,111,Transient,100.0,0,0"
"City Hotel,0,7,2015,August,36,31,1,5,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,75.0,0,0"
"City Hotel,1,8,2016,December,51,17,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,78.0,0,1"
"City Hotel,1,131,2016,May,20,12,0,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.5,0,0"
"City Hotel,0,37,2016,November,47,14,1,4,2,0.0,0,HB,DNK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,99.48,0,3"
"City Hotel,1,43,2016,September,38,16,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,86.0,,0,Transient-Party,130.0,0,0"
"City Hotel,0,7,2015,November,47,16,1,0,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,91.0,0,2"
"Resort Hotel,0,78,2016,December,53,31,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,C,1,No Deposit,181.0,,0,Transient-Party,168.0,0,0"
"City Hotel,1,38,2015,September,37,11,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,100.0,0,0"
"Resort Hotel,1,44,2016,March,12,13,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient,56.0,0,1"
"City Hotel,0,15,2017,March,9,1,0,1,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,98.0,0,2"
"Resort Hotel,0,166,2017,June,23,6,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,1,0,1,D,D,0,No Deposit,40.0,,0,Group,68.4,0,3"
